jobid,intercept,mnk,mn,mk,nk,tvalue_mnk,tvalue_mn,tvalue_mk,tvalue_nk,intercept_residual,mnk_residual,mn_residual,mk_residual,nk_residual,tvalue_mnk_residual,tvalue_mn_residual,tvalue_mk_residual,tvalue_nk_residual,avg_gflops,function,cluster,node,expfile_hash,cpu,start_time,expfile,exp_kind
1964860,0.00218721655,7.336129144822942e-11,-5.527512226860952e-10,2.3798225759428897e-09,2.298403779572806e-09,514.607539232022,-8.01591169107372,34.511814404461674,33.33109176666348,4.8656766008128506e-05,4.30945196143601e-13,3.568800700836989e-11,-2.4950637826204773e-11,1.0285052065008145e-10,14.45481729628187,2.4747247056564246,-1.7301599340056557,7.131996033925029,25.805349196868367,dgemm,dahu,5,4efd9c1925e3bdd89368aa3298e7d9382a6a042343730926444158451b5c8ad5,0,1606775744,exp_dgemm_uniform-product_5.csv,uniform product
1964860,0.002049049225,6.6891946001332e-11,-4.3181296922101194e-10,2.32938617515048e-09,2.2176158435978962e-09,482.3152303300214,-6.436753282641114,34.722634978952094,33.05654780741383,5.969263517647795e-05,4.517134063747097e-13,2.3806288295404497e-11,3.302612551243086e-12,7.881791282107625e-11,15.635897731950363,1.7035918954971845,0.23633688319867516,5.640255878439854,28.17468707448412,dgemm,dahu,5,4efd9c1925e3bdd89368aa3298e7d9382a6a042343730926444158451b5c8ad5,1,1606775744,exp_dgemm_uniform-product_5.csv,uniform product
1964860,0.0022031917499999998,7.473998170775813e-11,-4.823695811785918e-10,2.4035489851196607e-09,2.4373965423696993e-09,569.7739734513857,-7.602274880154377,37.880581167970824,38.41402781194834,4.0229514585155707e-05,4.588437849257465e-13,4.2115323193458385e-11,1.8413630296464717e-11,1.3238656727749993e-10,16.50522260430979,3.1319203300799776,1.3693358783254477,9.844972092017677,25.289642292513186,dgemm,dahu,6,4efd9c1925e3bdd89368aa3298e7d9382a6a042343730926444158451b5c8ad5,0,1606775744,exp_dgemm_uniform-product_5.csv,uniform product
1964860,0.0020258323125000002,6.622863805479303e-11,-5.286581183215629e-10,2.3469194245669617e-09,2.1574553595111538e-09,442.0020839632089,-7.294028136531821,32.38103364668647,29.76695060608864,7.087788628051426e-05,7.150179215083829e-13,5.5154847031595144e-11,-6.329419455498018e-11,8.308786977241976e-11,18.534232748623747,2.9556663369071665,-3.391841882194724,4.452555539696962,28.491801485272614,dgemm,dahu,6,4efd9c1925e3bdd89368aa3298e7d9382a6a042343730926444158451b5c8ad5,1,1606775744,exp_dgemm_uniform-product_5.csv,uniform product
1964860,0.0021221613999999997,7.08777878096574e-11,-5.194205235763448e-10,2.484661306567819e-09,2.0323293746709558e-09,454.5687079256448,-6.886880117614753,32.94356648326303,26.946198942038194,5.3730767513749234e-05,5.843459546712837e-13,-2.5071815907962106e-11,-1.8560160153101852e-11,8.496838682614602e-11,17.33739109155296,-1.5378484174740639,-1.1384381978669715,5.211768453294045,26.712551751930597,dgemm,dahu,7,4efd9c1925e3bdd89368aa3298e7d9382a6a042343730926444158451b5c8ad5,0,1606775744,exp_dgemm_uniform-product_5.csv,uniform product
1964860,0.0020034871124999997,6.486013109445883e-11,-4.862651694472328e-10,2.2844737217160152e-09,2.280335318340064e-09,502.9523555069784,-7.795360832891057,36.62260448199005,36.55626136384267,6.67738003336728e-05,4.4610315643243244e-13,7.341816685988125e-12,5.358432055168159e-12,2.8123279037918336e-11,17.707817448947676,0.6024864892332543,0.43972535065804247,2.3078614432882882,29.03008752516502,dgemm,dahu,7,4efd9c1925e3bdd89368aa3298e7d9382a6a042343730926444158451b5c8ad5,1,1606775744,exp_dgemm_uniform-product_5.csv,uniform product
1964860,0.002177035325,7.294750342305504e-11,-5.036052174027466e-10,2.4621609827296906e-09,2.2603160832548914e-09,501.7640011965923,-7.1613240043533475,35.01221182564378,32.14195418371554,5.210154672635861e-05,4.754125142657016e-13,2.0979784144715173e-11,-6.4297871011256964e-12,1.080836761584911e-10,16.664206952744532,1.5202992883055768,-0.46593428637635215,7.832279627271411,25.92288484804604,dgemm,dahu,8,4efd9c1925e3bdd89368aa3298e7d9382a6a042343730926444158451b5c8ad5,0,1606775744,exp_dgemm_uniform-product_5.csv,uniform product
1964860,0.0020625439375,6.8379941586699e-11,-5.914603281624968e-10,2.5674196484977868e-09,1.8860367223999993e-09,394.3774461964946,-7.052173695567316,30.61217878613896,22.487828733847163,5.9300425619935595e-05,6.989847226439016e-13,2.3209910755640297e-12,-1.9212244104367892e-11,6.639366105503794e-11,18.26097279378742,0.1253555976935715,-1.0376439479210704,3.5858893005851518,27.685851478164174,dgemm,dahu,8,4efd9c1925e3bdd89368aa3298e7d9382a6a042343730926444158451b5c8ad5,1,1606775744,exp_dgemm_uniform-product_5.csv,uniform product
1964861,0.00488334065,7.064221412572832e-11,-4.910298401164361e-10,2.5426097881796086e-09,2.5806371732794675e-09,504.3327379623358,-7.062401747921077,36.56994004287571,37.11688169296855,6.94944176907265e-05,4.982634647943568e-13,2.300355952167068e-11,-2.9680130903296097e-12,6.909010256079884e-11,18.58879222308012,1.728935725705051,-0.22307434036010576,5.192776643869404,26.393462912178652,dgemm,dahu,5,351c4db7dc681beb08b460b1241a1200150aafd90e5628dfbb39e04de8706cfa,0,1606777752,exp_dgemm_uniform-product_8.csv,uniform product
1964861,0.0046296354875,6.597020789629035e-11,-3.6093142374439634e-10,2.3721224878984012e-09,2.543079901796503e-09,540.8902392021314,-5.961803562434428,39.18231378185196,42.00615912241189,6.397983991933369e-05,4.048497628130155e-13,4.2463801303338826e-11,-4.992213945995483e-12,8.721398839453328e-11,18.48789968843808,3.9066475507574734,-0.45928107673787333,8.023641400340308,28.171937309064074,dgemm,dahu,5,351c4db7dc681beb08b460b1241a1200150aafd90e5628dfbb39e04de8706cfa,1,1606777752,exp_dgemm_uniform-product_8.csv,uniform product
1964861,0.0049712145875,7.288966377859827e-11,-3.4656957963184586e-10,2.3600916747079887e-09,2.6968010093529448e-09,610.7676727663174,-5.850489589015328,39.84103794299686,45.525075356081956,6.995229662224842e-05,3.4109214288365936e-13,2.854727767072553e-11,7.758209990963086e-12,8.434156372913608e-11,15.59308155621042,2.629157541194027,0.7145184398729759,7.7677199511724595,25.605086218975245,dgemm,dahu,6,351c4db7dc681beb08b460b1241a1200150aafd90e5628dfbb39e04de8706cfa,0,1606777752,exp_dgemm_uniform-product_8.csv,uniform product
1964861,0.004600818925,6.520807331939182e-11,-3.808965449498344e-10,2.458078578689961e-09,2.4172021624999218e-09,460.7752050238125,-5.422336203016591,34.99251606192848,34.4106108850621,5.520439891773468e-05,5.126071690268548e-13,4.933982397801726e-11,-2.5094591754893578e-11,1.033058493340511e-11,15.961690979232886,3.0951627824098633,-1.5742222038352178,0.6480534267946632,28.504188549984654,dgemm,dahu,6,351c4db7dc681beb08b460b1241a1200150aafd90e5628dfbb39e04de8706cfa,1,1606777752,exp_dgemm_uniform-product_8.csv,uniform product
